Dataset	mRMR_bestK	mRMR_best2K
xor_1000samples-2feat.csv	1.0	1.0
xor_1000samples-4feat.csv	0.6666666666666666	1.0
xor_1000samples-8feat.csv	0.6666666666666666	0.6666666666666666
xor_1000samples-16feat.csv	0.3333333333333333	0.6666666666666666
xor_1000samples-32feat.csv	0.16666666666666666	0.3333333333333333
xor_1000samples-64feat.csv	0.0	0.16666666666666666
xor_1000samples-128feat.csv	0.0	0.0
xor_1000samples-256feat.csv	0.0	0.0
xor_1000samples-512feat.csv	0.0	0.0
