Dataset	DeepPINK_2o_bestK	DeepPINK_2o_best2K	DeepPINK_2o_AUC	DeepPINK_2o_AUPRC
ring-xor-sum_1000samples-6feat.csv	1.0	1.0	0.8080809024237013	0.8555400059524145
ring-xor-sum_1000samples-8feat.csv	0.75	1.0	0.785720413758013	0.8390168201951549
ring-xor-sum_1000samples-16feat.csv	0.5555555555555555	0.7777777777777778	0.7516716960189099	0.8012268631746985
ring-xor-sum_1000samples-32feat.csv	0.4444444444444444	0.638888888888889	0.7125928378897277	0.7558717018583335
ring-xor-sum_1000samples-64feat.csv	0.4444444444444444	0.47222222222222227	0.7045263060534862	0.7376015143552785
ring-xor-sum_1000samples-128feat.csv	0.25	0.27777777777777773	0.6997973492989388	0.7396144817806372
ring-xor-sum_1000samples-256feat.csv	0.27777777777777773	0.3333333333333333	0.6177476813747028	0.6571237010931736
ring-xor-sum_1000samples-512feat.csv	0.3055555555555555	0.3055555555555555	0.5758880256152369	0.6241821687791728
