Dataset	Relief_bestK	Relief_best2K
ring_1000samples-2feat.csv	1.0	1.0
ring_1000samples-4feat.csv	1.0	1.0
ring_1000samples-8feat.csv	1.0	1.0
ring_1000samples-16feat.csv	0.75	0.9166666666666666
ring_1000samples-32feat.csv	0.3333333333333333	0.4166666666666667
ring_1000samples-64feat.csv	0.08333333333333333	0.16666666666666666
ring_1000samples-128feat.csv	0.0	0.0
ring_1000samples-256feat.csv	0.0	0.0
ring_1000samples-512feat.csv	0.0	0.0
