Dataset	DeepPINK_U_bestK	DeepPINK_U_best2K	DeepPINK_U_AUC	DeepPINK_U_AUPRC
ring_1000samples-2feat.csv	1.0	1.0	0.6827192221919219	0.6868719305915825
ring_1000samples-4feat.csv	0.6666666666666666	1.0	0.7539062664032664	0.7595435785947494
ring_1000samples-8feat.csv	0.5833333333333334	0.75	0.7571452610081852	0.7592933135480565
ring_1000samples-16feat.csv	0.5833333333333334	0.6666666666666666	0.5998587915198152	0.575965398081991
ring_1000samples-32feat.csv	0.08333333333333333	0.16666666666666666	0.5432908251323606	0.5273281417718482
ring_1000samples-64feat.csv	0.0	0.0	0.4998099400901605	0.4852773108701855
ring_1000samples-128feat.csv	0.0	0.0	0.5001460810560149	0.4797210333156668
ring_1000samples-256feat.csv	0.0	0.0	0.5372835660141099	0.5165517110294179
ring_1000samples-512feat.csv	0.0	0.0	0.5309615503004338	0.5036265189242052
