Dataset	DeepPINK_2o_bestK	DeepPINK_2o_best2K	DeepPINK_2o_AUC	DeepPINK_2o_AUPRC
ring_1000samples-2feat.csv	1.0	1.0	0.8278973668022163	0.7936009602587051
ring_1000samples-4feat.csv	0.75	1.0	0.8751434739256995	0.8704153989451827
ring_1000samples-8feat.csv	0.5833333333333334	0.6666666666666666	0.9322285600261911	0.9273306742281452
ring_1000samples-16feat.csv	0.6666666666666666	0.6666666666666666	0.7752842697123401	0.7489458826538665
ring_1000samples-32feat.csv	0.08333333333333333	0.25	0.5450233927009133	0.5216072230212933
ring_1000samples-64feat.csv	0.0	0.08333333333333333	0.5316138854546498	0.5208945472381074
ring_1000samples-128feat.csv	0.0	0.0	0.5194501500552992	0.5080783448909383
ring_1000samples-256feat.csv	0.0	0.0	0.5062678487715618	0.49253850744192224
ring_1000samples-512feat.csv	0.0	0.0	0.5273504159886241	0.4882031392986204
