Dataset	FSNet_bestK	FSNet_best2K	FSNet_AUC	FSNet_AUPRC
xor_1000samples-2feat.csv	1.0	1.0	0.9994915123908065	0.9995159256692467
xor_1000samples-4feat.csv	0.75	1.0	0.9978254501078404	0.997973323446154
xor_1000samples-8feat.csv	0.8333333333333334	0.9166666666666666	0.9173618193340186	0.934748067247761
xor_1000samples-16feat.csv	1.0	1.0	0.9208145262882949	0.9254208439133995
xor_1000samples-32feat.csv	0.5	0.5833333333333334	0.6547163106582733	0.6768663277817603
xor_1000samples-64feat.csv	0.08333333333333333	0.08333333333333333	0.5220700450663551	0.552340467886685
xor_1000samples-128feat.csv	0.0	0.0	0.4963244497983707	0.5262799418116412
xor_1000samples-256feat.csv	0.0	0.0	0.5150130833486163	0.5498920206428912
xor_1000samples-512feat.csv	0.0	0.0	0.5002223740368331	0.539670668361036
