Dataset	Saliency_AUC	Saliency_AUPRC
xor_1000samples-2feat.csv	0.9992733560809647	0.9993159426019232
xor_1000samples-4feat.csv	0.9981618568127621	0.9982730510036326
xor_1000samples-8feat.csv	0.9968283412275768	0.9972440194130677
xor_1000samples-16feat.csv	0.9979917567393461	0.9981832881779114
xor_1000samples-32feat.csv	0.9976170101180796	0.9978600110366921
xor_1000samples-64feat.csv	0.9982296102314362	0.9983729033997727
xor_1000samples-128feat.csv	0.9975596905908177	0.9978335588324855
xor_1000samples-256feat.csv	0.6647644724957845	0.6883861164091548
xor_1000samples-512feat.csv	0.4647697530258676	0.5140979313365712
