Dataset	Relief_bestK	Relief_best2K
xor_1000samples-2feat.csv	1.0	1.0
xor_1000samples-4feat.csv	1.0	1.0
xor_1000samples-8feat.csv	1.0	1.0
xor_1000samples-16feat.csv	1.0	1.0
xor_1000samples-32feat.csv	1.0	1.0
xor_1000samples-64feat.csv	1.0	1.0
xor_1000samples-128feat.csv	1.0	1.0
xor_1000samples-256feat.csv	0.8333333333333334	0.9166666666666666
xor_1000samples-512feat.csv	0.3333333333333333	0.3333333333333333
