Dataset	Saliency_AUC	Saliency_AUPRC
ring-xor-sum_1000samples-6feat.csv	0.8212523668130144	0.8587586571383623
ring-xor-sum_1000samples-8feat.csv	0.7943424097197163	0.8339486102866811
ring-xor-sum_1000samples-16feat.csv	0.7586706504284607	0.7992630808256082
ring-xor-sum_1000samples-32feat.csv	0.7540448831729271	0.8065721238819642
ring-xor-sum_1000samples-64feat.csv	0.7522963799507055	0.7973166627922802
ring-xor-sum_1000samples-128feat.csv	0.7159116901972196	0.7591146281408512
ring-xor-sum_1000samples-256feat.csv	0.6327980121016731	0.6653294682362406
ring-xor-sum_1000samples-512feat.csv	0.624955569049498	0.6586895969698768
