Dataset	CancelOut_Sigmoid_bestK	CancelOut_Sigmoid_best2K	CancelOut_Sigmoid_AUC	CancelOut_Sigmoid_AUPRC
ring-xor-sum_1000samples-6feat.csv	1.0	1.0	0.8122426843730332	0.8597709970462963
ring-xor-sum_1000samples-8feat.csv	0.8333333333333334	1.0	0.7950550782431579	0.8456491148348574
ring-xor-sum_1000samples-16feat.csv	0.7222222222222223	0.9444444444444445	0.8074013924939644	0.8558649505565553
ring-xor-sum_1000samples-32feat.csv	0.6666666666666666	0.7777777777777778	0.7591311264708391	0.8064045916749354
ring-xor-sum_1000samples-64feat.csv	0.6944444444444443	0.7222222222222222	0.6871145712244039	0.7055741463652425
ring-xor-sum_1000samples-128feat.csv	0.6388888888888887	0.6666666666666666	0.6121978586594987	0.6543847971855485
ring-xor-sum_1000samples-256feat.csv	0.5833333333333333	0.611111111111111	0.5891812986033638	0.6143018890162936
ring-xor-sum_1000samples-512feat.csv	0.3333333333333333	0.3611111111111111	0.5712012092963913	0.6037308541556943
