Dataset	CancelOut_Softmax_bestK	CancelOut_Softmax_best2K	CancelOut_Softmax_AUC	CancelOut_Softmax_AUPRC
ring-xor-sum_1000samples-6feat.csv	1.0	1.0	0.8062634777523484	0.8532524498840344
ring-xor-sum_1000samples-8feat.csv	0.8333333333333334	1.0	0.8043555494801046	0.8521186217815524
ring-xor-sum_1000samples-16feat.csv	0.6666666666666666	0.9444444444444445	0.7335395248229751	0.7812612640089295
ring-xor-sum_1000samples-32feat.csv	0.47222222222222215	0.5833333333333334	0.6501772789536359	0.7057941128979253
ring-xor-sum_1000samples-64feat.csv	0.3333333333333333	0.47222222222222215	0.6548961417498379	0.709850357971313
ring-xor-sum_1000samples-128feat.csv	0.3611111111111111	0.3611111111111111	0.6279647415548001	0.6804577233940302
ring-xor-sum_1000samples-256feat.csv	0.38888888888888884	0.4166666666666667	0.6341802859746962	0.6914430642780293
ring-xor-sum_1000samples-512feat.csv	0.16666666666666666	0.19444444444444442	0.5658973207557421	0.5956662478606778
