Dataset	CancelOut_Sigmoid_bestK	CancelOut_Sigmoid_best2K	CancelOut_Sigmoid_AUC	CancelOut_Sigmoid_AUPRC
xor_1000samples-2feat.csv	1.0	1.0	0.5964945556045474	0.635805032790147
xor_1000samples-4feat.csv	1.0	1.0	0.9990563872966957	0.9991676308559975
xor_1000samples-8feat.csv	1.0	1.0	0.9989849833943157	0.9990493331131008
xor_1000samples-16feat.csv	1.0	1.0	0.9989358676115305	0.9990124432190517
xor_1000samples-32feat.csv	1.0	1.0	0.9981835472801017	0.9983001767766142
xor_1000samples-64feat.csv	1.0	1.0	0.987189843513378	0.9887884597323252
xor_1000samples-128feat.csv	1.0	1.0	0.9537689782186553	0.9597118260497517
xor_1000samples-256feat.csv	0.8333333333333334	0.8333333333333334	0.5855245421242925	0.6015899131361632
xor_1000samples-512feat.csv	0.08333333333333333	0.16666666666666666	0.5135745922632501	0.5528801012091611
