Dataset	CAE_bestK	CAE_best2K	CAE_AUC	CAE_AUPRC
ring-xor-sum_1000samples-6feat.csv	1.0	1.0	0.7944608063676334	0.8283154277621269
ring-xor-sum_1000samples-8feat.csv	0.8333333333333334	1.0	0.7667004621306742	0.8109954264570307
ring-xor-sum_1000samples-16feat.csv	0.4444444444444444	0.9444444444444443	0.7566390873414418	0.795528457304064
ring-xor-sum_1000samples-32feat.csv	0.3611111111111111	0.49999999999999994	0.6921598685481233	0.7438647666320563
ring-xor-sum_1000samples-64feat.csv	0.19444444444444442	0.3333333333333333	0.7228984610484338	0.769833177868133
ring-xor-sum_1000samples-128feat.csv	0.22222222222222224	0.16666666666666666	0.7230430024515068	0.7628461208472551
ring-xor-sum_1000samples-256feat.csv	0.08333333333333333	0.13888888888888887	0.6527623826377632	0.6846973063899542
ring-xor-sum_1000samples-512feat.csv	0.0	0.05555555555555555	0.6011160485152202	0.627602470448766
