Dataset	RF_bestK	RF_best2K	RF_AUC	RF_AUPRC
ring_1000samples-2feat.csv	1.0	1.0	0.9897079498136416	0.9895090338217619
ring_1000samples-4feat.csv	1.0	1.0	0.9762145026978883	0.9745365757872214
ring_1000samples-8feat.csv	1.0	1.0	0.9154592453172982	0.8960597443502646
ring_1000samples-16feat.csv	1.0	1.0	0.8673464764587605	0.8323644939874928
ring_1000samples-32feat.csv	1.0	1.0	0.786204707815836	0.7336550265290351
ring_1000samples-64feat.csv	1.0	1.0	0.7602942497514334	0.7042928202568666
ring_1000samples-128feat.csv	1.0	1.0	0.7285430880462455	0.6698449749482299
ring_1000samples-256feat.csv	1.0	1.0	0.6771016047453872	0.6122155664897955
ring_1000samples-512feat.csv	1.0	1.0	0.678944103911913	0.6254052317158894
