Dataset	DeepPINK_U_bestK	DeepPINK_U_best2K	DeepPINK_U_AUC	DeepPINK_U_AUPRC
xor_1000samples-2feat.csv	1.0	1.0	0.9986466684485382	0.998686571395108
xor_1000samples-4feat.csv	0.8333333333333334	1.0	0.9978966427738839	0.9980188834548255
xor_1000samples-8feat.csv	1.0	1.0	0.9963358777224997	0.9965985395660252
xor_1000samples-16feat.csv	0.5833333333333334	0.75	0.9950996309191744	0.9953116302496916
xor_1000samples-32feat.csv	0.16666666666666666	0.25	0.7808539208498212	0.7875577771025588
xor_1000samples-64feat.csv	0.3333333333333333	0.4166666666666667	0.7167080217623262	0.7431298616253409
xor_1000samples-128feat.csv	0.16666666666666666	0.25	0.6861111963472607	0.7229238593497995
xor_1000samples-256feat.csv	0.0	0.0	0.5118983726138114	0.5381533980926783
xor_1000samples-512feat.csv	0.0	0.0	0.5149098303114252	0.5325401857190465
