Dataset	RF_bestK	RF_best2K	RF_AUC	RF_AUPRC
ring-xor-sum_1000samples-6feat.csv	1.0	1.0	0.8373822217440257	0.8517223203555471
ring-xor-sum_1000samples-8feat.csv	1.0	1.0	0.8187444963919238	0.8375897878337858
ring-xor-sum_1000samples-16feat.csv	0.9722222222222223	1.0	0.8006162829722604	0.8233616124586733
ring-xor-sum_1000samples-32feat.csv	0.9444444444444445	1.0	0.7690234233980501	0.7837613813146384
ring-xor-sum_1000samples-64feat.csv	0.8888888888888888	1.0	0.7380442672462245	0.7533166756971504
ring-xor-sum_1000samples-128feat.csv	0.861111111111111	0.9166666666666666	0.6861496462427609	0.7065044090070346
ring-xor-sum_1000samples-256feat.csv	0.8333333333333334	0.9166666666666666	0.6608978220942372	0.6771088681453556
ring-xor-sum_1000samples-512feat.csv	0.8055555555555555	0.861111111111111	0.6517196092673029	0.6646460496126171
