Dataset	LassoNet_bestK	LassoNet_best2K	LassoNet_AUC	LassoNet_AUPRC
ring-xor-sum_1000samples-6feat.csv	1.0	1.0	0.7379024431869086	0.691149097878928
ring-xor-sum_1000samples-8feat.csv	0.8333333333333334	1.0	0.7058121257929701	0.6584127257190994
ring-xor-sum_1000samples-16feat.csv	0.6944444444444443	1.0	0.7303937709800593	0.6853924571667575
ring-xor-sum_1000samples-32feat.csv	0.6666666666666666	0.6666666666666666	0.6876766618888911	0.6427408058958828
ring-xor-sum_1000samples-64feat.csv	0.6666666666666666	0.6666666666666666	0.671267361481505	0.6337542710704348
ring-xor-sum_1000samples-128feat.csv	0.6666666666666666	0.6666666666666666	0.6648467442638805	0.6289276088565369
ring-xor-sum_1000samples-256feat.csv	0.6666666666666666	0.6666666666666666	0.6584358740040548	0.6167384280935547
ring-xor-sum_1000samples-512feat.csv	0.38888888888888884	0.38888888888888884	0.5760853589358216	0.5680976247043105
