Dataset	mRMR_bestK	mRMR_best2K	LassoNet_bestK	LassoNet_best2K
ring-xor-sum_1000samples-6feat.csv	1.0	1.0	1.0	1.0
ring-xor-sum_1000samples-8feat.csv	0.7777777777777778	0.7777777777777778	0.8333333333333334	1.0
ring-xor-sum_1000samples-16feat.csv	0.5833333333333333	0.5833333333333333	0.5833333333333334	0.8333333333333334
ring-xor-sum_1000samples-32feat.csv	0.4166666666666667	0.4166666666666667	0.38888888888888884	0.5555555555555555
ring-xor-sum_1000samples-64feat.csv	0.3055555555555555	0.3055555555555555	0.27777777777777773	0.3333333333333333
ring-xor-sum_1000samples-128feat.csv	0.13888888888888887	0.13888888888888887	0.3055555555555555	0.3333333333333333
ring-xor-sum_1000samples-256feat.csv	0.1111111111111111	0.1111111111111111	0.1111111111111111	0.13888888888888887
ring-xor-sum_1000samples-512feat.csv	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.08333333333333333
