Dataset	DeepPINK_bestK	DeepPINK_best2K	DeepPINK_TrainAUC	DeepPINK_TrainAUPRC	DeepPINK_AUC	DeepPINK_AUPRC
xor_2_500	1.0	1.0	0.5316199519009513	0.5511435359357345	0.5232817537671952	0.5586431400797035
xor_4_500	0.4166666666666667	1.0	0.4945360191021462	0.5021481119204448	0.48503700844211034	0.5231425773719312
xor_8_500	0.16666666666666666	0.25	0.5510669787194354	0.5737557585456667	0.4699584989935286	0.5577262074225143
xor_16_500	0.25	0.25	0.5483780655957715	0.5532112303616334	0.5299864815198527	0.5631221066130911
xor_32_500	0.08333333333333333	0.16666666666666666	0.5358148644595104	0.5190515244910415	0.45409316980718245	0.4728650574566631
xor_64_500	0.0	0.0	0.5342596449853584	0.5123422068284625	0.5124706731268096	0.5108612392809819
xor_128_500	0.0	0.0	0.5460399848718004	0.5696236461631056	0.5315514526032455	0.5666600788245143
xor_256_500	0.0	0.0	0.5259113050490851	0.4806018405557926	0.5006502154328242	0.4657455912388137
xor_512_500	0.0	0.0	0.522974447959733	0.5610063037146884	0.5076811060792754	0.54012250499235
xor_1024_500	0.0	0.0	0.5	0.49400191385353254	0.5	0.494047619047619
xor_2048_500	0.0	0.0	0.5229886664806095	0.5365198768372575	0.4962788875832354	0.5201531417195259
