Dataset	DeepPINK_bestK	DeepPINK_best2K	DeepPINK_TrainAUC	DeepPINK_TrainAUPRC	DeepPINK_AUC	DeepPINK_AUPRC
ring_2_250	1.0	1.0	0.5138709621730978	0.542081496448835	0.5480994633597608	0.5863272390607629
ring_4_250	0.5833333333333334	1.0	0.5447421577194355	0.5337089897623036	0.5185345156369183	0.5130280878975071
ring_8_250	0.08333333333333333	0.6666666666666666	0.5505840246252366	0.5705486974115284	0.5250891547884029	0.5814787617401974
ring_16_250	0.08333333333333333	0.25	0.5592100667546795	0.5615605509706693	0.5232505967253842	0.5441593501796401
ring_32_250	0.16666666666666666	0.16666666666666666	0.5439345397999605	0.556268624528878	0.5211210626373534	0.5639008612385746
ring_64_250	0.0	0.0	0.5908714559170403	0.5883929105287559	0.5162871342362189	0.532099495774994
ring_128_250	0.0	0.0	0.5892918061020116	0.5849404905555547	0.47821144672648425	0.5353608561191324
ring_256_250	0.0	0.0	0.5731610434420927	0.5731905068603317	0.48174311481440807	0.5321861381479817
ring_512_250	0.0	0.0	0.606072874113102	0.61236448870434	0.49053026845742326	0.5228571733907345
ring_1024_250	0.0	0.0	0.5718109324305103	0.5873949568006288	0.4918336462672847	0.5457223916406425
ring_2048_250	0.0	0.0	0.43903091921406956	0.471654142160055	0.5300154236778888	0.5316164475981258
