Dataset	RF_bestK	RF_best2K	RF_AUC	RF_AUPRC
xor_1000samples-2feat.csv	1.0	1.0	0.9999517766049849	0.9999523484740737
xor_1000samples-4feat.csv	1.0	1.0	0.9999517766049849	0.9999523484740737
xor_1000samples-8feat.csv	1.0	1.0	0.9962916007647499	0.9964021472242623
xor_1000samples-16feat.csv	1.0	1.0	0.9553307571281587	0.9583190738131099
xor_1000samples-32feat.csv	1.0	1.0	0.7448382340002474	0.7512710501303559
xor_1000samples-64feat.csv	0.9166666666666666	1.0	0.6122142809105272	0.6224108270214277
xor_1000samples-128feat.csv	0.25	0.5	0.540297848169578	0.5655568444509539
xor_1000samples-256feat.csv	0.0	0.0	0.5189470026097941	0.5420460504808989
xor_1000samples-512feat.csv	0.0	0.0	0.5192811531286242	0.5536482287529196
