Dataset	LassoNet_bestK	LassoNet_best2K	LassoNet_AUC	LassoNet_AUPRC
xor_1000samples-2feat.csv	1.0	1.0	0.9672444641718364	0.9534112408447081
xor_1000samples-4feat.csv	1.0	1.0	0.959016229700257	0.9448749295503517
xor_1000samples-8feat.csv	1.0	1.0	0.9590341075825686	0.9453993733953928
xor_1000samples-16feat.csv	1.0	1.0	0.9469197637158481	0.9273628156815993
xor_1000samples-32feat.csv	1.0	1.0	0.9495799975833967	0.9299611409530603
xor_1000samples-64feat.csv	1.0	1.0	0.934012320653248	0.909648337907819
xor_1000samples-128feat.csv	1.0	1.0	0.9237436881915534	0.8980560933437559
xor_1000samples-256feat.csv	1.0	1.0	0.9168868469058884	0.8930855042061031
xor_1000samples-512feat.csv	1.0	1.0	0.89698267093608	0.8592916695684333
