Dataset	CAE_bestK	CAE_best2K	CAE_AUC	CAE_AUPRC
ring_1000samples-2feat.csv	1.0	1.0	0.9512417964886359	0.9473550499442327
ring_1000samples-4feat.csv	0.8333333333333334	1.0	0.9346224323927846	0.9235186272252781
ring_1000samples-8feat.csv	0.75	1.0	0.9171189667745582	0.9056068094874125
ring_1000samples-16feat.csv	0.25	0.5	0.8390704553177706	0.8168527194709075
ring_1000samples-32feat.csv	0.16666666666666666	0.08333333333333333	0.5990213968926131	0.5667421514408946
ring_1000samples-64feat.csv	0.08333333333333333	0.08333333333333333	0.5647257444385679	0.5371012891957433
ring_1000samples-128feat.csv	0.0	0.08333333333333333	0.5548745075102133	0.5162905846722291
ring_1000samples-256feat.csv	0.0	0.0	0.5042521828647387	0.4906110479555292
ring_1000samples-512feat.csv	0.0	0.0	0.4842872476480211	0.4679344623474399
