Dataset	CancelOut_Sigmoid_bestK	CancelOut_Sigmoid_best2K	CancelOut_Sigmoid_TrainAUC	CancelOut_Sigmoid_TrainAUPRC	CancelOut_Sigmoid_AUC	CancelOut_Sigmoid_AUPRC
ring_2_250	1.0	1.0	0.6789946627905135	0.659474950727716	0.64980911095995	0.6543711495443517
ring_4_250	0.6666666666666666	1.0	0.6157006415833243	0.582510494968468	0.5221632836116056	0.5111927068961922
ring_8_250	0.3333333333333333	0.3333333333333333	0.6764652442278721	0.6809318924032669	0.5637300269349143	0.618751352695415
ring_16_250	0.3333333333333333	0.3333333333333333	0.7262097152680488	0.7185075078850586	0.4878779168538894	0.5308775788864161
ring_32_250	0.0	0.08333333333333333	0.8743467440276538	0.8776281709582032	0.45753165839604765	0.5357810255408899
ring_64_250	0.0	0.0	0.9100630766189693	0.8876702353369857	0.5054382497746341	0.539154449799475
ring_128_250	0.0	0.0	0.9365474454092279	0.9193557857551998	0.5263199937072117	0.5807960678937337
ring_256_250	0.0	0.0	0.9352106625036435	0.9245914198189612	0.47272980961876643	0.5431677001338264
ring_512_250	0.0	0.0	0.9677695362375413	0.9710319488481091	0.5096016802904039	0.5498701339397903
ring_1024_250	0.0	0.0	0.9778434096768907	0.980140491217623	0.43514500162097414	0.5199738118948153
ring_2048_250	0.0	0.0	0.9779522125988077	0.9779038149879633	0.43409112803370503	0.4522520456636164
