Dataset	CancelOut_Sigmoid_bestK	CancelOut_Sigmoid_best2K	CancelOut_Sigmoid_TrainAUC	CancelOut_Sigmoid_TrainAUPRC	CancelOut_Sigmoid_AUC	CancelOut_Sigmoid_AUPRC
xor_2_1000	1.0	1.0	0.9951200583994089	0.9950318566364117	0.9962598241549318	0.9960757396361547
xor_4_1000	1.0	1.0	0.9989374971071299	0.9990010074284443	0.9983899526942875	0.9984997826934668
xor_8_1000	0.8333333333333334	1.0	0.9309957932654068	0.9374589708791788	0.9326550267587902	0.9321847403236786
xor_16_1000	1.0	1.0	0.9978852347088939	0.9978965218045971	0.9939847318311922	0.9942254511786427
xor_32_1000	1.0	1.0	0.9972955480900776	0.9972725216238257	0.9847404998100004	0.9846970042958899
xor_64_1000	0.9166666666666666	1.0	0.9485270285084466	0.9460829683874413	0.9030992885951509	0.901517836389227
xor_128_1000	0.9166666666666666	1.0	0.9175229790146644	0.9167477072882511	0.6254271948002083	0.661806082455724
xor_256_1000	0.6666666666666666	0.6666666666666666	0.9407733916666934	0.9303206503670042	0.5522989625041227	0.555644497579172
xor_512_1000	0.08333333333333333	0.25	0.9269757452231863	0.91487490256292	0.512314496449321	0.5140322549014765
xor_1024_1000	0.0	0.0	0.9276429245400556	0.9150024675503591	0.46035783274684	0.46250295221069687
xor_2048_1000	0.0	0.0	0.9636045951029422	0.9609217043567445	0.5105264883823849	0.5081605324023996
