Dataset	mRMR_bestK	mRMR_best2K	LassoNet_bestK	LassoNet_best2K
ring_1000samples-2feat.csv	1.0	1.0	1.0	1.0
ring_1000samples-4feat.csv	1.0	1.0	0.4166666666666667	1.0
ring_1000samples-8feat.csv	1.0	1.0	0.5	0.75
ring_1000samples-16feat.csv	1.0	1.0	0.25	0.4166666666666667
ring_1000samples-32feat.csv	0.6666666666666666	0.6666666666666666	0.0	0.0
ring_1000samples-64feat.csv	0.5833333333333334	0.5833333333333334	0.0	0.0
ring_1000samples-128feat.csv	0.5	0.5	0.0	0.0
ring_1000samples-256feat.csv	0.5	0.5	0.0	0.0
ring_1000samples-512feat.csv	0.4166666666666667	0.4166666666666667	0.0	0.0
